all_seq_number	fishcard_12S_all_LSC.B.1.S22.L001	fishcard_12S_all_PP.B.1.S4.L001	fishcard_12S_all_PedRF.B.1.S13.L001	sum taxonomy
forward_fishcard_12S_all_1428	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_fishcard_12S_all_1429	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1430	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1431	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_1432	0	0	1	Eukaryota;Chordata;Actinopteri;Anguilliformes;Muraenidae;Gymnothorax;Gymnothorax mordax
forward_fishcard_12S_all_1433	0	0	1	
forward_fishcard_12S_all_1434	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1435	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1436	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola lalandi
forward_fishcard_12S_all_1437	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1438	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
forward_fishcard_12S_all_1439	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_1440	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1441	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1442	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1443	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1444	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_fishcard_12S_all_1445	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1446	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1447	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1448	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_fishcard_12S_all_1449	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1450	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1451	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1452	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1453	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1454	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1455	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1456	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1457	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1458	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1459	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1460	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1461	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1462	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Oxyjulis;Oxyjulis californica
forward_fishcard_12S_all_1463	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1464	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1465	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1466	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1467	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1468	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_1469	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
forward_fishcard_12S_all_1470	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
forward_fishcard_12S_all_1471	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
forward_fishcard_12S_all_1472	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
forward_fishcard_12S_all_1473	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
forward_fishcard_12S_all_1474	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
forward_fishcard_12S_all_1475	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
forward_fishcard_12S_all_1476	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
forward_fishcard_12S_all_1477	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
forward_fishcard_12S_all_1478	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
forward_fishcard_12S_all_1479	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
forward_fishcard_12S_all_1480	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
forward_fishcard_12S_all_1481	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Girella;Girella nigricans
forward_fishcard_12S_all_1482	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1483	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_1484	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_1485	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_1486	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Howellidae;Howella;Howella brodiei
forward_fishcard_12S_all_1487	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_1488	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_1489	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_1490	0	0	1	Eukaryota;Chordata;Actinopteri;Pempheriformes;Polyprionidae;Stereolepis;Stereolepis gigas
forward_fishcard_12S_all_1491	0	0	1	Eukaryota;Chordata;Actinopteri;;Pomacentridae;Chromis;Chromis punctipinnis
forward_fishcard_12S_all_1492	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1493	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1494	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1495	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1496	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1497	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1498	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1499	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1500	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1501	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1502	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1503	0	0	1	
forward_fishcard_12S_all_1504	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1505	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1506	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1507	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1508	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1509	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1510	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1511	0	0	1	
forward_fishcard_12S_all_1512	0	0	1	
forward_fishcard_12S_all_1513	0	0	1	
forward_fishcard_12S_all_1514	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1515	0	0	1	
forward_fishcard_12S_all_1516	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1517	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1518	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1519	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1520	0	0	1	
forward_fishcard_12S_all_1521	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1522	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1523	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1524	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1525	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1526	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1527	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1528	0	0	1	Eukaryota;Chordata;Actinopteri;;Sciaenidae;Cheilotrema;Cheilotrema saturnum
forward_fishcard_12S_all_1529	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1530	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1531	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1532	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1533	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1534	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1535	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1536	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1537	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1538	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1539	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Serranidae;Paralabrax;Paralabrax clathratus
forward_fishcard_12S_all_1540	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1541	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
forward_fishcard_12S_all_1542	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
forward_fishcard_12S_all_1543	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
forward_fishcard_12S_all_1544	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
forward_fishcard_12S_all_1545	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
forward_fishcard_12S_all_1546	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
forward_fishcard_12S_all_1547	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
forward_fishcard_12S_all_1548	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
forward_fishcard_12S_all_1549	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
forward_fishcard_12S_all_1550	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
forward_fishcard_12S_all_1551	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
forward_fishcard_12S_all_1552	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
forward_fishcard_12S_all_1553	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
forward_fishcard_12S_all_1554	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Gobiesocidae;Gobiesox;Gobiesox rhessodon
forward_fishcard_12S_all_1555	0	0	1	Eukaryota;Chordata;Actinopteri;;Sciaenidae;;
forward_fishcard_12S_all_1556	0	0	1	Eukaryota;Chordata;Actinopteri;;Sciaenidae;;
forward_fishcard_12S_all_1557	0	0	1	
forward_fishcard_12S_all_1558	0	0	1	Eukaryota;Chordata;Actinopteri;;Sciaenidae;Cheilotrema;Cheilotrema saturnum
forward_fishcard_12S_all_1559	0	0	1	Eukaryota;Chordata;Actinopteri;;Sciaenidae;Cheilotrema;Cheilotrema saturnum
forward_fishcard_12S_all_1560	0	0	1	Eukaryota;Chordata;Actinopteri;;Sciaenidae;Cheilotrema;Cheilotrema saturnum
forward_fishcard_12S_all_1561	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;;
forward_fishcard_12S_all_1562	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Paralichthys;Paralichthys californicus
forward_fishcard_12S_all_1563	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Paralichthys;Paralichthys californicus
forward_fishcard_12S_all_1564	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;
forward_fishcard_12S_all_1565	0	0	1	Eukaryota;Chordata;Actinopteri;Blenniiformes;Clinidae;Gibbonsia;
forward_fishcard_12S_all_1566	0	0	1	
forward_fishcard_12S_all_1567	0	0	1	
forward_fishcard_12S_all_1568	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_fishcard_12S_all_1569	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_fishcard_12S_all_1570	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_fishcard_12S_all_1571	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_fishcard_12S_all_1572	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_fishcard_12S_all_1573	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_fishcard_12S_all_1574	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_fishcard_12S_all_1575	0	0	1	
forward_fishcard_12S_all_1576	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_fishcard_12S_all_1577	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_fishcard_12S_all_1578	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_fishcard_12S_all_1579	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Citharichthys;Citharichthys sordidus
forward_fishcard_12S_all_1580	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Hermosilla;Hermosilla azurea
forward_fishcard_12S_all_1581	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_fishcard_12S_all_1582	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_fishcard_12S_all_1583	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_fishcard_12S_all_1584	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_fishcard_12S_all_1585	0	0	1	
forward_fishcard_12S_all_1586	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_fishcard_12S_all_1587	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_fishcard_12S_all_1588	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_fishcard_12S_all_1589	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_fishcard_12S_all_1590	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_fishcard_12S_all_1591	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_fishcard_12S_all_1592	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_fishcard_12S_all_1593	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_fishcard_12S_all_1594	0	0	1	Eukaryota;Chordata;Actinopteri;Perciformes;Hexagrammidae;Oxylebius;Oxylebius pictus
forward_fishcard_12S_all_1595	0	0	1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis
forward_fishcard_12S_all_1596	0	0	1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis
forward_fishcard_12S_all_1597	0	0	1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis
forward_fishcard_12S_all_1598	0	0	1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis
forward_fishcard_12S_all_1599	0	0	1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis
forward_fishcard_12S_all_1600	0	0	1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis
forward_fishcard_12S_all_1601	0	0	1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis
forward_fishcard_12S_all_1602	0	0	1	Eukaryota;Chordata;Actinopteri;Atheriniformes;Atherinopsidae;Atherinops;Atherinops affinis
forward_fishcard_12S_all_1603	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_fishcard_12S_all_1604	0	0	1	Eukaryota;Chordata;Actinopteri;Labriformes;Labridae;Semicossyphus;Semicossyphus pulcher
forward_fishcard_12S_all_1605	0	0	1	Eukaryota;Chordata;Actinopteri;Centrarchiformes;Kyphosidae;Medialuna;Medialuna californiensis
forward_fishcard_12S_all_1606	0	0	1	Eukaryota;Chordata;Actinopteri;Pleuronectiformes;Paralichthyidae;Paralichthys;Paralichthys californicus
forward_fishcard_12S_all_1607	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_fishcard_12S_all_1608	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_fishcard_12S_all_1609	0	0	1	
forward_fishcard_12S_all_1610	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_fishcard_12S_all_1611	0	0	1	Eukaryota;Chordata;Actinopteri;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax
forward_fishcard_12S_all_1612	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola lalandi
forward_fishcard_12S_all_1613	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola lalandi
forward_fishcard_12S_all_1614	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola lalandi
forward_fishcard_12S_all_1615	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola lalandi
forward_fishcard_12S_all_1616	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola lalandi
forward_fishcard_12S_all_1617	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola lalandi
forward_fishcard_12S_all_1618	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola lalandi
forward_fishcard_12S_all_1619	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola lalandi
forward_fishcard_12S_all_1620	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola lalandi
forward_fishcard_12S_all_1621	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola lalandi
forward_fishcard_12S_all_1622	0	0	1	Eukaryota;Chordata;Actinopteri;Carangiformes;Carangidae;Seriola;Seriola lalandi
