all_seq_number	fishcard_12S_all_LSC.B.1.S22.L001	fishcard_12S_all_PP.B.1.S4.L001	fishcard_12S_all_PedRF.B.1.S13.L001	taxonomy	taxonomy_confidence	accessions
forward_fishcard_12S_all_1136	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:96.05;	FISHCARD_miu_686.1;FISHCARD_miu_365.1;FISHCARD_miu_692.1;FISHCARD_miu_364.1;FISHCARD_miu_676.1;FISHCARD_miu_699.1;FISHCARD_miu_683.1;FISHCARD_miu_580.1;FISHCARD_miu_688.1;FISHCARD_miu_678.1;FISHCARD_miu_348.1;AB972189.1;DQ872160.1;FISHCARD_miu_395.1;AP006010.1;FISHCARD_miu_333.1;FISHCARD_miu_568.1;FISHCARD_miu_299.1
forward_fishcard_12S_all_1137	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:95.3;	FISHCARD_miu_686.1;FISHCARD_miu_692.1;FISHCARD_miu_365.1;FISHCARD_miu_364.1;FISHCARD_miu_678.1;FISHCARD_miu_676.1;FISHCARD_miu_683.1;FISHCARD_miu_699.1;FISHCARD_miu_688.1;FISHCARD_miu_580.1
forward_fishcard_12S_all_1138	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:97.1;	FISHCARD_miu_692.1;FISHCARD_miu_686.1;FISHCARD_miu_365.1;FISHCARD_miu_364.1;FISHCARD_miu_688.1;FISHCARD_miu_683.1;FISHCARD_miu_699.1;FISHCARD_miu_676.1;FISHCARD_miu_580.1;FISHCARD_miu_678.1
forward_fishcard_12S_all_1139	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:95.6;	FISHCARD_miu_686.1;FISHCARD_miu_692.1;FISHCARD_miu_365.1;FISHCARD_miu_364.1;FISHCARD_miu_676.1;FISHCARD_miu_580.1;FISHCARD_miu_678.1;FISHCARD_miu_699.1;FISHCARD_miu_683.1;FISHCARD_miu_688.1
forward_fishcard_12S_all_1140	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:95.85;	FISHCARD_miu_692.1;FISHCARD_miu_686.1;FISHCARD_miu_365.1;FISHCARD_miu_364.1;FISHCARD_miu_699.1;FISHCARD_miu_580.1;FISHCARD_miu_683.1;FISHCARD_miu_678.1;FISHCARD_miu_688.1;FISHCARD_miu_676.1
forward_fishcard_12S_all_1141	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:96.1;	FISHCARD_miu_686.1;FISHCARD_miu_692.1;FISHCARD_miu_365.1;FISHCARD_miu_364.1;FISHCARD_miu_683.1;FISHCARD_miu_688.1;FISHCARD_miu_699.1;FISHCARD_miu_676.1;FISHCARD_miu_678.1;FISHCARD_miu_580.1
forward_fishcard_12S_all_1142	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:94.15;	FISHCARD_miu_692.1;FISHCARD_miu_686.1;FISHCARD_miu_365.1;FISHCARD_miu_364.1;FISHCARD_miu_699.1;FISHCARD_miu_676.1;FISHCARD_miu_580.1;FISHCARD_miu_683.1;FISHCARD_miu_688.1;FISHCARD_miu_678.1
forward_fishcard_12S_all_1143	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:96.8;	FISHCARD_miu_365.1;FISHCARD_miu_686.1;FISHCARD_miu_692.1;FISHCARD_miu_364.1;FISHCARD_miu_676.1;FISHCARD_miu_699.1;FISHCARD_miu_580.1;FISHCARD_miu_683.1;FISHCARD_miu_678.1;FISHCARD_miu_688.1;FISHCARD_miu_348.1;FISHCARD_miu_395.1;DQ336169.1;FISHCARD_miu_343.1
forward_fishcard_12S_all_1144	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:96.35;	FISHCARD_miu_686.1;FISHCARD_miu_692.1;FISHCARD_miu_365.1;FISHCARD_miu_364.1;FISHCARD_miu_676.1;FISHCARD_miu_678.1;FISHCARD_miu_580.1;FISHCARD_miu_688.1;FISHCARD_miu_699.1;FISHCARD_miu_683.1
forward_fishcard_12S_all_1145	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:94.7;	FISHCARD_miu_686.1;FISHCARD_miu_365.1;FISHCARD_miu_692.1;FISHCARD_miu_364.1;FISHCARD_miu_678.1;FISHCARD_miu_676.1;FISHCARD_miu_683.1;FISHCARD_miu_580.1;FISHCARD_miu_688.1;FISHCARD_miu_699.1
forward_fishcard_12S_all_1146	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:94.6;	FISHCARD_miu_692.1;FISHCARD_miu_686.1;FISHCARD_miu_365.1;FISHCARD_miu_364.1;FISHCARD_miu_683.1;FISHCARD_miu_580.1;FISHCARD_miu_699.1;FISHCARD_miu_676.1;FISHCARD_miu_678.1;FISHCARD_miu_688.1
forward_fishcard_12S_all_1147	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:95.1;	FISHCARD_miu_365.1;FISHCARD_miu_692.1;FISHCARD_miu_686.1;FISHCARD_miu_364.1;FISHCARD_miu_676.1;FISHCARD_miu_678.1;FISHCARD_miu_580.1;FISHCARD_miu_683.1;FISHCARD_miu_688.1;FISHCARD_miu_699.1
forward_fishcard_12S_all_1148	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax nebulifer;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:51.6666666667;	FISHCARD_miu_686.1;FISHCARD_miu_688.1;FISHCARD_miu_692.1;FISHCARD_miu_580.1;FISHCARD_miu_683.1;FISHCARD_miu_699.1;FISHCARD_miu_678.1;FISHCARD_miu_365.1;FISHCARD_miu_364.1
forward_fishcard_12S_all_1149	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:97.3;	FISHCARD_miu_365.1;FISHCARD_miu_692.1;FISHCARD_miu_686.1;FISHCARD_miu_364.1;FISHCARD_miu_678.1;FISHCARD_miu_676.1;FISHCARD_miu_683.1;FISHCARD_miu_688.1;FISHCARD_miu_699.1;FISHCARD_miu_580.1
forward_fishcard_12S_all_1150	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:96.35;	FISHCARD_miu_692.1;FISHCARD_miu_686.1;FISHCARD_miu_365.1;FISHCARD_miu_364.1;FISHCARD_miu_580.1;FISHCARD_miu_699.1;FISHCARD_miu_678.1;FISHCARD_miu_688.1;FISHCARD_miu_676.1;FISHCARD_miu_683.1
forward_fishcard_12S_all_1151	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:81.95;	FISHCARD_miu_365.1;FISHCARD_miu_692.1;FISHCARD_miu_686.1;FISHCARD_miu_364.1;FISHCARD_miu_699.1;FISHCARD_miu_683.1;FISHCARD_miu_678.1;FISHCARD_miu_676.1;FISHCARD_miu_580.1;FISHCARD_miu_688.1
forward_fishcard_12S_all_1152	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:94.9;	FISHCARD_miu_686.1;FISHCARD_miu_692.1;FISHCARD_miu_365.1;FISHCARD_miu_364.1;FISHCARD_miu_676.1;FISHCARD_miu_580.1;FISHCARD_miu_699.1;FISHCARD_miu_688.1;FISHCARD_miu_683.1;FISHCARD_miu_678.1;FISHCARD_miu_348.1;FISHCARD_miu_395.1;FISHCARD_miu_568.1
forward_fishcard_12S_all_1153	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:52.55;	FISHCARD_miu_692.1;FISHCARD_miu_365.1;FISHCARD_miu_364.1;FISHCARD_miu_686.1;FISHCARD_miu_580.1;FISHCARD_miu_699.1;FISHCARD_miu_688.1;FISHCARD_miu_676.1;FISHCARD_miu_678.1;FISHCARD_miu_683.1;FISHCARD_miu_348.1;FISHCARD_miu_395.1;FISHCARD_miu_568.1;DQ336169.1;FISHCARD_miu_343.1
forward_fishcard_12S_all_1154	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:97.3;	FISHCARD_miu_692.1;FISHCARD_miu_365.1;FISHCARD_miu_686.1;FISHCARD_miu_364.1;FISHCARD_miu_678.1;FISHCARD_miu_676.1;FISHCARD_miu_699.1;FISHCARD_miu_688.1;FISHCARD_miu_580.1;FISHCARD_miu_683.1
forward_fishcard_12S_all_1155	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:94.0;	FISHCARD_miu_686.1;FISHCARD_miu_365.1;FISHCARD_miu_692.1;FISHCARD_miu_364.1;FISHCARD_miu_699.1;FISHCARD_miu_678.1;FISHCARD_miu_580.1;FISHCARD_miu_676.1;FISHCARD_miu_688.1;FISHCARD_miu_683.1;FISHCARD_miu_348.1;FISHCARD_miu_395.1;FISHCARD_miu_568.1
forward_fishcard_12S_all_1156	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:95.6;	FISHCARD_miu_686.1;FISHCARD_miu_692.1;FISHCARD_miu_365.1;FISHCARD_miu_364.1;FISHCARD_miu_683.1;FISHCARD_miu_699.1;FISHCARD_miu_688.1;FISHCARD_miu_580.1;FISHCARD_miu_676.1;FISHCARD_miu_678.1
forward_fishcard_12S_all_1157	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:93.25;	FISHCARD_miu_686.1;FISHCARD_miu_365.1;FISHCARD_miu_692.1;FISHCARD_miu_364.1;FISHCARD_miu_699.1;FISHCARD_miu_678.1;FISHCARD_miu_688.1;FISHCARD_miu_683.1;FISHCARD_miu_580.1;FISHCARD_miu_676.1
forward_fishcard_12S_all_1158	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Perciformes;family:Serranidae;genus:Paralabrax;species:Paralabrax clathratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:94.8;	FISHCARD_miu_692.1;FISHCARD_miu_365.1;FISHCARD_miu_686.1;FISHCARD_miu_364.1;FISHCARD_miu_699.1;FISHCARD_miu_688.1;FISHCARD_miu_678.1;FISHCARD_miu_683.1;FISHCARD_miu_580.1;FISHCARD_miu_676.1
forward_fishcard_12S_all_1159	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:80.4;family:80.4;genus:78.4;species:78.4;	LC091576.1;NC_041097.1;LC091575.1;FISHCARD_miu_020.1;FISHCARD_miu_660.1;FISHCARD_miu_268.1;FISHCARD_miu_267.1
forward_fishcard_12S_all_1160	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:93.4;family:93.4;genus:93.4;species:93.4;	NC_041097.1;LC091576.1;LC091575.1;FISHCARD_miu_020.1;FISHCARD_miu_660.1;FISHCARD_miu_267.1;FISHCARD_miu_268.1
forward_fishcard_12S_all_1161	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:80.0;family:80.0;genus:80.0;species:80.0;	LC091575.1;FISHCARD_miu_020.1;NC_041097.1;FISHCARD_miu_660.1;LC091576.1;FISHCARD_miu_267.1;FISHCARD_miu_268.1
forward_fishcard_12S_all_1162	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:80.0;family:80.0;genus:80.0;species:80.0;	FISHCARD_miu_020.1;LC091575.1;LC091576.1;NC_041097.1;FISHCARD_miu_660.1;FISHCARD_miu_267.1;FISHCARD_miu_268.1
forward_fishcard_12S_all_1163	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:91.6;family:91.6;genus:91.6;species:91.6;	NC_041097.1;LC091576.1;LC091575.1;FISHCARD_miu_020.1;FISHCARD_miu_660.1;FISHCARD_miu_267.1;FISHCARD_miu_268.1
forward_fishcard_12S_all_1164	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:80.0333333333;family:80.0333333333;genus:79.8666666667;species:79.8666666667;	NC_041097.1;LC091575.1;FISHCARD_miu_660.1;FISHCARD_miu_020.1;LC091576.1;FISHCARD_miu_267.1;FISHCARD_miu_268.1
forward_fishcard_12S_all_1165	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Engraulidae;genus:Engraulis;species:Engraulis mordax;	superkingdom:100.0;phylum:100.0;class:100.0;order:93.0;family:93.0;genus:93.0;species:93.0;	FISHCARD_miu_020.1;LC091576.1;NC_041097.1;LC091575.1;FISHCARD_miu_660.1;FISHCARD_miu_267.1;FISHCARD_miu_268.1
forward_fishcard_12S_all_1166	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Girella;species:Girella nigricans;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_289.1;KC136546.1
forward_fishcard_12S_all_1167	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Girella;species:Girella nigricans;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_289.1;KC136546.1
forward_fishcard_12S_all_1168	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Girella;species:Girella nigricans;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_289.1;KC136546.1
forward_fishcard_12S_all_1169	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Clupeidae;genus:Sardinops;species:Sardinops sagax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_581.1;FISHCARD_miu_087.1;LC069397.1;LC091577.1;LC069396.1;LC091585.1;LC500738.1;AB032554.1;LC069398.1;LC385054.1;LC020933.1;LC069399.1;LC105962.1;LC105773.1;LC105847.1;LC105780.1;LC105756.1;LC105945.1;LC105794.1;LC105955.1;LC105882.1;LC105842.1;LC105754.1;LC105856.1;LC105796.1;LC105927.1;LC105877.1;LC105917.1;LC105712.1;LC105921.1;LC105964.1;LC105861.1;LC105733.1;LC105716.1;LC105820.1;LC105748.1;LC105807.1;LC105922.1;LC105844.1;LC105938.1;LC105919.1;LC105777.1;LC105848.1;LC105723.1;LC105763.1;LC105800.1;LC105779.1;LC105740.1;LC105912.1;LC105831.1;LC105759.1;LC105864.1;LC105757.1;LC105901.1;LC105753.1;LC105801.1;LC105793.1;LC105929.1;LC105725.1;LC105821.1;LC105902.1;LC105708.1;LC105976.1;LC105813.1;LC105816.1;LC105845.1;LC105923.1;LC105949.1;LC105838.1;LC105887.1;LC105890.1;LC105937.1;LC105879.1;LC105888.1;LC105953.1;LC105895.1;LC105979.1;LC105707.1;LC105739.1;LC105818.1;LC105808.1;LC105880.1;LC105806.1;LC105749.1;LC105920.1;LC105769.1;LC105903.1;LC105933.1;LC105872.1;LC105863.1;LC105814.1;LC105728.1;LC105719.1;LC105867.1;LC105959.1;LC105745.1;LC105977.1;LC105883.1;LC105819.1;LC105738.1
forward_fishcard_12S_all_1170	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Clupeiformes;family:Clupeidae;genus:Sardinops;species:Sardinops sagax;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_087.1;FISHCARD_miu_581.1;LC069399.1;LC500738.1;LC069396.1;LC069397.1;LC069398.1;LC091577.1;LC091585.1;AB032554.1;LC020933.1;LC385054.1;KY769128.1;LC091583.1;MG570434.1;MG570422.1;FISHCARD_miu_445.1;MH377780.1;MH377781.1;LC091584.1;HQ331537.1;LC105894.1;LC105809.1;LC105724.1;LC105896.1;LC105715.1;LC105741.1;LC105707.1;LC105867.1;LC105875.1;LC105885.1;LC105789.1;LC105766.1;LC105752.1;LC105746.1;LC105906.1;LC105876.1;LC105704.1;LC105900.1;LC105969.1;LC105893.1;LC105918.1;LC105713.1;LC105972.1;LC105892.1;LC105861.1;LC105797.1;LC105924.1;LC105849.1;LC105940.1;LC105909.1;LC105716.1;LC105760.1;LC105941.1;LC105799.1;LC105801.1;LC105933.1;LC105855.1;LC105953.1;LC105978.1;LC105736.1;LC105977.1;LC105837.1;LC105795.1;LC105945.1;LC105877.1;LC105767.1;LC105949.1;LC105822.1;LC105761.1;LC105771.1;LC105846.1;LC105923.1;LC105982.1;LC105824.1;LC105826.1;LC105907.1;LC105921.1;LC105917.1;LC105710.1;LC105880.1;LC105774.1;LC105968.1;LC105935.1;LC105785.1;LC105958.1;LC105732.1;LC105796.1;LC105750.1;LC105768.1;LC105791.1;LC105727.1;LC105731.1;LC105913.1;LC105819.1;LC105812.1;LC105830.1;LC105981.1;LC105800.1;LC105936.1
forward_fishcard_12S_all_1171	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Ophidiiformes;family:Ophidiidae;genus:Chilara;species:Chilara taylori;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	LC091830.1;LC091829.1
forward_fishcard_12S_all_1172	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	KC136408.1;FISHCARD_miu_291.1;DQ872160.1;AB972189.1;AP006010.1;KC136505.1;KC136451.1;KC136570.1;KC136456.1;KC136398.1;LC037025.1;KC136573.1;KC136404.1;KC136519.1;KC136540.1;KC136516.1;KC136543.1;KC136402.1;KC136375.1;KC136362.1;KC136428.1;KC136474.1;KC136377.1;KC136531.1;KC136529.1;KC136423.1;KC136558.1;EF616895.1;KC136574.1;KC136409.1;KC136384.1;KC136521.1;AY279561.1;KC136578.1;FISHCARD_miu_167.1
forward_fishcard_12S_all_1173	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Pomacentridae;genus:Hypsypops;species:Hypsypops rubicundus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FJ616348.1
forward_fishcard_12S_all_1174	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Carangiformes;family:Carangidae;genus:Trachurus;species:Trachurus symmetricus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:99.75;species:99.75;	LC091962.1;FISHCARD_miu_036.1;LC091961.1;FISHCARD_miu_577.1;AB969927.1;FISHCARD_miu_578.1;KT819204.1;FISHCARD_miu_549.1;FISHCARD_miu_239.1;AB969955.1;KM978993.1;FISHCARD_miu_153.1;AB969990.1;MH248172.1;FISHCARD_miu_139.1;FISHCARD_miu_551.1;FISHCARD_miu_238.1;AB470301.1;DQ854646.1;FISHCARD_miu_412.1;AP006036.1;FISHCARD_miu_287.1;AB470303.1;AB470302.1;DQ854637.1;DQ854627.1;AB470305.1;FISHCARD_miu_411.1;DQ854626.1;MH248185.1;AB972112.1;AB470306.1;KJ510416.1;KU315120.1;FISHCARD_miu_532.1;FISHCARD_miu_288.1;DQ854634.1;DQ854630.1;KJ510417.1;DQ854628.1;AB470304.1;KU315125.1;DQ854629.1;KU315124.1;KU315126.1;DQ854631.1
forward_fishcard_12S_all_1175	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:;family:Pomacentridae;genus:Hypsypops;species:Hypsypops rubicundus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FJ616348.1
forward_fishcard_12S_all_1176	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Xystreurys;species:Xystreurys liolepis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	MK803063.1;AF488504.1;FISHCARD_miu_332.1;MK803066.1
forward_fishcard_12S_all_1177	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Pleuronectiformes;family:Paralichthyidae;genus:Paralichthys;species:Paralichthys californicus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_682.1;FISHCARD_miu_680.1;FISHCARD_miu_679.1;FISHCARD_miu_677.1;FISHCARD_miu_331.1;FISHCARD_miu_687.1;FISHCARD_miu_696.1;AM749128.1;AM749127.1;FISHCARD_miu_469.1;LC092092.1;AM749126.1;AM749129.1;FISHCARD_miu_338.1;AM749130.1;MK803057.1;AM749131.1;AM749132.1;MK803047.1;AB128932.1;AB128933.1;MK803058.1;MK803048.1;FISHCARD_miu_495.1;AM749133.1;AB128934.1;FISHCARD_miu_337.1;AF488490.1;LC145940.1;LC145942.1;AB972099.1;EF424428.1;FISHCARD_miu_423.1;LC145926.1;FISHCARD_miu_089.1;LC145945.1;AF488482.1;FISHCARD_miu_017.1
forward_fishcard_12S_all_1178	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Centrarchiformes;family:Kyphosidae;genus:Medialuna;species:Medialuna californiensis;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_291.1;KC136408.1
forward_fishcard_12S_all_1179	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Blenniiformes;family:Clinidae;genus:Heterostichus;species:Heterostichus rostratus;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	FISHCARD_miu_244.1;FISHCARD_miu_517.1;FISHCARD_miu_190.1;FISHCARD_miu_243.1
forward_fishcard_12S_all_1180	0	1	0	Unclassified		
forward_fishcard_12S_all_1181	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Semicossyphus;species:Semicossyphus pulcher;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	AY279644.1;FISHCARD_miu_293.1;EU601226.1
forward_fishcard_12S_all_1182	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Semicossyphus;species:Semicossyphus pulcher;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	AY279644.1;EU601226.1;FISHCARD_miu_293.1
forward_fishcard_12S_all_1183	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Semicossyphus;species:Semicossyphus pulcher;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	AY279644.1;FISHCARD_miu_293.1;EU601226.1
forward_fishcard_12S_all_1184	0	1	0	superkingdom:Eukaryota;phylum:Chordata;class:Actinopteri;order:Labriformes;family:Labridae;genus:Semicossyphus;species:Semicossyphus pulcher;	superkingdom:100.0;phylum:100.0;class:100.0;order:100.0;family:100.0;genus:100.0;species:100.0;	AY279644.1;FISHCARD_miu_293.1;EU601226.1
